career_name,sector,description,skills_tags,avg_salary_usd,demand_score
Graphic Designer,Creative Arts,Likely may fast. Wish quality determine report none interview car.,"media production, illustration, design",223994,4.0
Financial Analyst,Business,"Capital sea think produce ready agree campaign. Create big issue feel.
Senior hour itself. Meet bag answer whether.","communication, finance, strategy",193887,1.2
Electrical Engineer,Engineering,"Business at history. Push arm option early indeed. Response doctor growth possible.
Per property worker.","problem solving, mathematics, design drafting",258762,2.5
Lecturer,Education,Factor today if employee. Message view rate together unit million green system. Yeah themselves air act.,"public speaking, curriculum development, teaching",172677,1.9
Network Administrator,Technology,Treatment international despite effort fish without. Century spring wear recent at subject. Show wait single town.,"software design, cloud computing, programming",247382,3.3
Paralegal,Law,East style car. Author center risk south human computer adult.,"negotiation, legal research, client representation",51787,3.5
Cybersecurity Analyst,Technology,Get wear gun. Leave task protect participant court. Building suddenly ever old.,"programming, software design, data analysis",279669,3.2
Medical Laboratory Scientist,Healthcare,Ok conference practice main plant often person. Better floor music often threat include.,"medical knowledge, patient care, lab techniques",176504,2.3
Clinical Officer,Healthcare,Born main chance thing plant hope eye. Edge various majority source conference figure edge.,"lab techniques, clinical skills, patient care",177254,3.6
Marketing Specialist,Business,Couple third fish lawyer. Despite tend citizen win start prove.,"finance, strategy, communication",120341,1.8
Civil Engineer,Engineering,Southern student effect tell. Begin Democrat wall claim easy if to. Them ask why store news walk.,"problem solving, mathematics, design drafting",99983,1.1
Medical Laboratory Scientist,Healthcare,Democratic floor point view. Rise wall network concern. Yes house appear bill form.,"lab techniques, medical knowledge, clinical skills",173431,3.3
Graphic Designer,Creative Arts,Ask three pay our buy. Clearly able sometimes interesting class set.,"illustration, media production, design",41471,4.3
Financial Analyst,Business,Popular discuss system bring kind treat such amount. When my amount.,"communication, finance, management",208817,4.7
Paralegal,Law,Moment meeting fast president kitchen space simply. Dog page key.,"client representation, legal research, negotiation",259073,2.1
Software Developer,Technology,Energy resource culture star material. Reflect once north southern.,"programming, data analysis, cloud computing",48647,2.7
Software Developer,Technology,Analysis capital course word white trouble. More plant trouble huge.,"cloud computing, data analysis, programming",112906,1.6
Software Developer,Technology,Should recognize them born entire gas wind. Sea bill purpose. Attack old seat message lead not test.,"cloud computing, data analysis, programming",232155,3.4
Mechanical Engineer,Engineering,Idea miss information ok. Radio use be fact small threat special.,"technical drawing, mathematics, problem solving",94727,4.0
Electrical Engineer,Engineering,Investment adult quickly yes need catch much other. Research hour policy specific hair.,"design drafting, mathematics, technical drawing",285783,3.5
UI/UX Designer,Creative Arts,Issue move dark popular investment simply believe. Go wife tax. Writer cost agency student hundred amount magazine.,"media production, creative thinking, design",144178,4.5
Accountant,Business,Truth sort simple thus consider maintain effect skill. Since beyond risk or front bank food.,"management, communication, finance",272130,4.2
Journalist,Media,Vote Republican boy easy fall simple. Police standard article seat.,"editing, writing, broadcast communication",291517,1.1
Civil Engineer,Engineering,Wrong line cold nor film. Discuss guy difference relationship knowledge old.,"mathematics, design drafting, problem solving",94912,2.5
Software Developer,Technology,In city while doctor close speak article. Although it top. Person everybody factor be space gas responsibility.,"software design, data analysis, cloud computing",103740,3.5
Lecturer,Education,Sense girl big they concern gas ask. Significant capital coach bit.,"curriculum development, teaching, public speaking",39896,4.3
Financial Analyst,Business,Because single administration window. Sell technology effort any firm. Push law stock woman responsibility answer.,"finance, strategy, management",298343,4.5
Marketing Specialist,Business,Simple body fight. Marriage similar religious. Specific contain group.,"finance, strategy, communication",202043,2.6
Civil Engineer,Engineering,State benefit west school laugh. Sometimes challenge off knowledge president. Total someone magazine woman performance.,"problem solving, mathematics, technical drawing",241551,4.9
Medical Laboratory Scientist,Healthcare,President drug suggest task. Surface front quickly every pass kind. Middle major minute matter.,"patient care, medical knowledge, clinical skills",39589,2.7
Graphic Designer,Creative Arts,Party more senior culture half social however. Anyone effort check condition area worry.,"design, illustration, creative thinking",136059,4.9
Clinical Officer,Healthcare,Thousand early today foreign culture most tree. Best family something customer ball health system.,"patient care, lab techniques, medical knowledge",132595,2.1
Cybersecurity Analyst,Technology,Decision relate still about line every support. Argue guy need simple.,"software design, data analysis, cloud computing",55446,1.0
Software Developer,Technology,Well reach lay notice or training realize risk. Something physical dog. Fish detail blood just where sometimes.,"programming, cloud computing, software design",77136,3.1
Paralegal,Law,Fast would interesting often sea. Evening identify hospital film travel floor resource.,"negotiation, legal research, client representation",223735,2.3
